transaction_id,transaction_date,store_id,customer_id,employee_id,department,product_sku,product_name,quantity,unit_price,line_total,discount_pct,payment_method,sales_channel,is_return,register_id
TXN-425166,06-09-2023,ST-006,CUST-74924,EMP-1013,Sports,SP-304,Resistance Bands,1,11.04,11.04,0.15,Debit Card,In-Store,N,REG-5
TXN-552911,2024-09-28,ST-005,CUST-67009,EMP-6455,Furniture,FU-001,  Folding Chair,4,27.99,111.96,,Debit Card,In-Store,N,REG-14
TXN-821383,10/18/2023,  ST-004,CUST-19630,EMP-6387,Electronics,EL-606,Smart Speaker,5,62.99,314.95,0.3,Debit Card,Curbside Pickup,N,REG-12
TXN-339612,05/10/2022,ST-006,CUST-10652,EMP-1958,Grocery,GR-004,Bagged Salad Mix,4,3.41,13.64,,EBT,In-Store,N,REG-5
TXN-668585,2022-10-07,ST-002,CUST-73107,EMP-6757,Pharmacy,PH-102,Vitamin D 100ct,1,10.39,10.39,0.2,Debit Card,Online,N,REG-3
TXN-103496,2024-04-13,ST-003,CUST-42392,EMP-4599,Pharmacy,PH-405,Hand Sanitizer 8oz,1,3.39,3.39,0.15,Debit Card,In-Store,N,REG-6
TXN-987658,12/09/2022,ST-003,CUST-85217,EMP-8576,Electronics,EL-606,Smart Speaker,2,89.99,179.98,,EBT,Online,N,REG-13
TXN-139607,18-Dec-2024,ST-006,CUST-96363,EMP-8626,Furniture,FU-203,Desk Lamp,5,22.39,111.95,0.2,Credit Card,Online,N,REG-12
TXN-750521,2023-04-14,ST-010,,EMP-2140,Beauty,BE-001,Shampoo 16oz,2,6.64,13.28,0.05,Mobile Pay,In-Store,N,REG-11
TXN-912939,07-Nov-2023,ST-007,CUST-97086,EMP-6574,Clothing,CL-405,Winter Jacket,4,76.49,305.96,0.15,Debit Card,In-Store,N,REG-14
TXN-593598,2023-12-18,ST-001,CUST-58456,EMP-1356,Automotive,AU-405,Jumper Cables,1,25.49,25.49,0.15,Debit Card,In-Store,N,REG-12
TXN-210949,04-Feb-2024,ST-009,,EMP-7170,GROCERY,GR-008,Canned Tomatoes,4,0.97,3.88,0.25,Cash,In-Store,N,REG-1
TXN-672612,03-24-2023,ST-001,CUST-37494,EMP-1235,Furniture,FU-001,Folding Chair,2,33.24,66.48,0.05,Credit Card,In-Store,N,REG-4
TXN-162866,09-17-2022,ST-010,CUST-87620,EMP-3243,Beauty,BE-506,Razor 4pk,1,11.99,11.99,,Credit Card,Online,N,REG-9
TXN-691497,2024-09-14,ST-008,CUST-93861,EMP-1187,Clothing,CL-102,Women's T-Shirt,3,9.09,27.27,0.3,Credit Card,Online,N,REG-7
TXN-137731,02-13-2023,ST-007,CUST-58076,EMP-7955,Electronics,EL-404,Laptop Stand,2,37.49,74.98,0.25,Debit Card,In-Store,N,REG-5
TXN-618880,2022-12-19,ST-009,CUST-84747,EMP-1270,Grocery,GR-001,Organic Whole Milk 1gal,2,4.12,8.24,0.25,Credit Card,In-Store,N,REG-17
TXN-814313,08/15/2022,ST-008,CUST-91975,EMP-1520,Electronics,TV-001,"  4K Smart TV 55""",2,374.99,749.98,0.25,Cash,In-Store,N,REG-9
TXN-947760,23-Oct-2024,ST-006,CUST-39274,EMP-9823,Toys,TY-203,Nerf Gun,5,19.99,99.95,0.2,Cash,In-Store,N,REG-19
TXN-177081,03-15-2023,ST-010,CUST-60262,EMP-1507,Toys,TY-506,RC Car,1,31.99,31.99,0.2,Debit Card,In-Store,N,REG-18
TXN-699397,07/07/2023,ST-007,CUST-46000,EMP-9222,Furniture,FU-001,Folding Chair,1,24.49,24.49,0.3,Debit Card,In-Store,N,REG-11
TXN-182430,07/14/2022,ST-008,CUST-21758,EMP-1523,Beauty,BE-405,Body Lotion 16oz,2,6.39,12.78,0.2,Cash,In-Store,N,REG-8
TXN-200494,2023-03-15,ST-005,CUST-72869,EMP-7814,Automotive,AU-203,Windshield Washer Fluid,4,4.24,16.96,0.15,Debit Card,Online,N,REG-5
TXN-666225,02/18/2024,ST-008,CUST-93136,EMP-5289,Furniture,FU-102,Bookshelf 5-Tier,1,62.99,62.99,0.3,Credit Card,In-Store,N,REG-1
TXN-751162,2023-09-25,ST-002,,EMP-6096,Electronics,EL-404,  Laptop Stand,1,37.49,37.49,0.25,Gift Card,Online,N,REG-13
TXN-399006,09-07-2023,ST-012,CUST-78806,EMP-2640,Pharmacy,PH-203,Allergy Relief 30ct,1,11.99,11.99,0.2,Gift Card,Online,N,REG-3
TXN-327999,13-Nov-2022,ST-008,CUST-22524,EMP-4918,Electronics,EL-606,Smart Speaker,5,62.99,314.95,0.3,Credit Card,Online,N,
TXN-227310,19-Jul-2024,  ST-012,,EMP-1170,Beauty,BE-203,Mascara,4,6.74,26.96,0.25,Credit Card,Curbside Pickup,N,REG-2
TXN-192572,11-26-2024,ST-007,CUST-41067,EMP-1358,Automotive,AU-405,Jumper Cables,4,28.49,-113.96,0.05,Gift Card,In-Store,Y,REG-17
TXN-793127,2022-06-02,ST-001,CUST-24354,EMP-3581,Beauty,BE-102,Face Moisturizer,1,11.99,11.99,0.2,Mobile Pay,In-Store,N,REG-18
TXN-321308,30-May-2023,ST-007,CUST-79224,EMP-7918,Toys,TY-203,Nerf Gun,1,21.24,21.24,0.15,Credit Card,In-Store,N,REG-20
TXN-619824,2024-03-19,ST-011,CUST-62776,EMP-3129,Toys,TY-405,Play-Doh 10pk,2,11.99,23.98,,Credit Card,In-Store,N,REG-2
TXN-856972,03-06-2024,ST-008,CUST-55899,EMP-6101,Home & Garden,HG-607,Laundry Detergent,5,12.82,64.1,0.05,Debit Card,In-Store,N,REG-9
TXN-627246,12/03/2023,ST-002,CUST-27830,EMP-5928,FURNITURE,FU-001,Folding Chair,1,24.49,24.49,0.3,Debit Card,In-Store,N,REG-5
TXN-408719,24-Feb-2024,ST-001,CUST-97540,EMP-3635,Toys,TY-102,Barbie Doll,4,14.99,59.96,,Credit Card,In-Store,N,REG-12
TXN-554908,2024-09-03,ST-010,,EMP-4079,Sports,SP-203,Water Bottle 32oz,2,12.74,25.48,0.25,Debit Card,In-Store,N,REG-19
TXN-611460,09/23/2023,ST-004,CUST-62722,EMP-6523,Home & Garden,HG-506,Throw Pillow,1,17.99,17.99,0.1,Debit Card,In-Store,N,REG-5
TXN-508160,03/12/2022,ST-009,CUST-41456,EMP-3290,Furniture,FU-405,  TV Stand,2,89.99,179.98,0.25,Mobile Pay,Curbside Pickup,N,REG-20
TXN-926502,01-12-2023,ST-009,CUST-53500,EMP-3194,Pharmacy,PH-102,Vitamin D 100ct,2,9.09,18.18,0.3,Gift Card,In-Store,N,REG-17
TXN-907988,10-01-2022,ST-002,CUST-33064,EMP-2136,Toys,TY-001,LEGO City Set,2,47.49,94.98,0.05,Credit Card,In-Store,N,REG-17
TXN-412442,09/26/2023,st-009,CUST-38454,EMP-3610,Grocery,GR-010,Eggs 12ct,1,3.49,3.49,,Cash,Online,N,REG-11
TXN-658505,2023-09-30,ST-012,CUST-94484,EMP-1692,Automotive,AU-304,  Car Phone Mount,1,14.99,14.99,,Debit Card,In-Store,N,REG-13
TXN-399577,2024-08-28,ST-011,CUST-16540,EMP-7945,Furniture,FU-405,TV Stand,1,83.99,83.99,0.3,Credit Card,In-Store,N,REG-16
TXN-497602,11-Sep-2024,ST-001,CUST-90896,EMP-4088,Furniture,FU-405,  TV Stand,3,89.99,269.97,0.25,Mobile Pay,In-Store,N,REG-8
TXN-482221,01/16/2024,ST-005,CUST-56802,EMP-3203,Beauty,BE-506,Razor 4pk,2,10.79,21.58,0.1,Credit Card,Curbside Pickup,N,REG-18
TXN-427819,06-Aug-2023,ST-008,CUST-50593,EMP-1708,Pharmacy,PH-102,Vitamin D 100ct,4,11.69,46.76,0.1,Cash,Curbside Pickup,N,REG-9
TXN-166052,2022-02-21,ST-004,CUST-68891,,Grocery,GR-001,Organic Whole Milk 1gal,2,5.22,10.44,0.05,Debit Card,In-Store,N,REG-5
TXN-753463,2022-11-12,ST-012,CUST-86645,EMP-9731,Electronics,EL-303,USB-C Hub,4,29.74,118.96,0.15,Cash,In-Store,N,REG-18
TXN-301983,02-20-2022,ST-012,CUST-31218,EMP-4415,Pharmacy,PH-102,Vitamin D 100ct,2,9.09,18.18,0.3,Debit Card,Online,N,REG-8
TXN-846515,09-29-2023,ST-006,CUST-83530,EMP-8727,Home & Garden,HG-304,Picture Frame 8x10,1,7.99,7.99,,Credit Card,In-Store,N,REG-16
TXN-881849,07/28/2023,ST-008 ,CUST-34129,,SPORTS,SP-001,Yoga Mat,1,19.54,19.54,0.15,Credit Card,Online,N,REG-16
TXN-875152,2024-11-24,ST-005,CUST-77058,EMP-9751,Sports,SP-304,Resistance Bands,4,12.99,51.96,,Cash,In-Store,N,REG-8
TXN-252462,08/26/2024,ST-003,CUST-86534,EMP-4704,Home & Garden,HG-102,Garden Hose 50ft,3,23.99,71.97,0.2,Debit Card,In-Store,N,REG-4
TXN-566251,06-09-2024,ST-006,CUST-96790,EMP-3178,Grocery,GR-001,Organic Whole Milk 1gal,3,5.49,16.47,,Mobile Pay,In-Store,N,REG-7
TXN-184234,06/03/2023,ST-006,CUST-35256,EMP-5697,Grocery,GR-008,Canned Tomatoes,2,1.10,2.2,0.15,Check,In-Store,N,REG-11
TXN-187407,12/27/2024,ST-010,CUST-64733,EMP-1087,Home & Garden,HG-607,Laundry Detergent,3,9.44,28.32,0.3,Mobile Pay,In-Store,N,REG-8
TXN-838186,04-Jul-2023,ST-012,CUST-39195,EMP-9495,Pharmacy,PH-405,Hand Sanitizer 8oz,4,2.79,11.16,0.3,EBT,Online,N,REG-12
TXN-602109,12-Dec-2023,ST-004,CUST-48449,EMP-4187,Furniture,FU-304,Storage Ottoman,2,38.49,76.98,0.3,EBT,Online,N,REG-9
TXN-125076,2024-10-01,ST-009,CUST-32574,EMP-7436,Electronics,EL-505,Wireless Charger,1,29.99,29.99,,Credit Card,In-Store,N,REG-8
TXN-628905,03-28-2024,ST-009,CUST-63217,EMP-6962,Beauty,BE-203,Mascara,2,7.19,14.38,0.2,Check,In-Store,N,REG-8
TXN-607920,08-21-2022,ST-003,CUST-88433,EMP-3131,Sports,SP-001,Yoga Mat,1,20.69,20.69,0.1,Debit Card,In-Store,N,REG-8
TXN-526421,04-24-2022,ST-006,CUST-86947,EMP-2122,Beauty,BE-405,Body Lotion 16oz,1,7.99,7.99,,Debit Card,In-Store,N,REG-15
TXN-986747,17-May-2023,ST-012,CUST-23095,EMP-7456,Beauty,BE-001,Shampoo 16oz,3,6.99,20.97,,Credit Card,In-Store,N,REG-14
TXN-130688,21-Mar-2023,ST-012,CUST-84301,EMP-4507,Home & Garden,HG-304,Picture Frame 8x10,5,7.99,39.95,,Debit Card,In-Store,N,REG-8
TXN-645428,08-Feb-2024,ST-004,CUST-20550,,Pharmacy,PH-102,Vitamin D 100ct,3,9.74,29.22,0.25,Debit Card,In-Store,N,REG-4
TXN-702175,10/03/2022,ST-009,CUST-99391,EMP-4163,Pharmacy,PH-304,Bandage Assortment,5,4.79,23.95,0.2,Mobile Pay,In-Store,N,REG-13
TXN-980486,04-12-2022,ST-003,CUST-81176,EMP-6430,Electronics,EL-404,Laptop Stand,2,44.99,89.98,0.1,Debit Card,In-Store,N,
TXN-148021,08/07/2022,ST-011,CUST-42204,EMP-9065,Electronics,EL-303,USB-C Hub,3,33.24,99.72,0.05,Cash,In-Store,N,REG-2
TXN-980794,08/11/2023,ST-010 ,CUST-55871,EMP-2081,Grocery,GR-003,Chicken Breast 3lb,1,9.59,9.59,0.2,EBT,In-Store,N,REG-7
TXN-943678,15-Apr-2024,ST-002,CUST-54379,EMP-4401,Toys,TY-001,LEGO City Set,1,47.49,47.49,0.05,Credit Card,In-Store,N,REG-4
TXN-877255,2024-08-12,ST-005,CUST-75761,EMP-5167,Pharmacy,PH-102,Vitamin D 100ct,1,12.99,12.99,,Mobile Pay,In-Store,N,REG-7
TXN-630842,10-31-2022,  ST-006,CUST-58388,EMP-3648,Beauty,BE-405,Body Lotion 16oz,2,7.19,14.38,0.1,Cash,Curbside Pickup,N,REG-10
TXN-435297,2024-04-07,ST-009,CUST-51570,EMP-7259,Furniture,FU-001,Folding Chair,3,34.99,104.97,,Credit Card,In-Store,N,REG-12
TXN-929384,2023-01-03,ST-005,CUST-98874,EMP-2110,Pharmacy,PH-405,Hand Sanitizer 8oz,5,3.39,16.95,0.15,Credit Card,In-Store,N,REG-10
TXN-236664,01/21/2024,ST-006,,EMP-8894,Sports,SP-405,Jump Rope,1,7.19,7.19,0.2,Mobile Pay,In-Store,N,REG-14
TXN-184772,10-20-2022,ST-011 ,CUST-51689,EMP-1776,Grocery,GR-005,  Orange Juice 64oz,3.0,4.49,13.47,,Mobile Pay,Online,N,REG-20
TXN-255673,12-03-2024,ST-005,CUST-97334,EMP-1052,Sports,SP-304,Resistance Bands,1,10.39,10.39,0.2,Cash,Curbside Pickup,N,REG-13
TXN-899595,2024-09-14,ST-008,CUST-68370,EMP-5350,Beauty,BE-405,Body Lotion 16oz,1,6.79,6.79,0.15,Debit Card,Curbside Pickup,N,REG-8
TXN-679246,2023-08-23,ST-003,CUST-80262,EMP-2455,Sports,SP-304,Resistance Bands,5,9.74,48.7,0.25,Cash,In-Store,N,REG-16
TXN-622352,10-23-2024,ST-004,CUST-55792,EMP-2403,Home & Garden,HG-001,Potting Soil 20qt,2,8.99,17.98,,Gift Card,In-Store,N,REG-3
TXN-271252,06/07/2023,ST-002,CUST-65750,EMP-3346,Furniture,FU-304,Storage Ottoman,2,49.49,98.98,0.1,Credit Card,In-Store,N,REG-8
TXN-436264,10/26/2024,ST-006,CUST-90337,EMP-8915,Automotive,AU-203,Windshield Washer Fluid,2,4.74,9.48,0.05,Debit Card,In-Store,N,REG-16
TXN-477174,13-Dec-2024,ST-007,CUST-21703,EMP-4245,CLOTHING,CL-708,Baseball Cap,1,14.24,14.24,0.05,Debit Card,In-Store,N,REG-18
TXN-454462,2022-06-03,ST-003,CUST-12682,EMP-4582,Pharmacy,PH-304,Bandage Assortment,2,5.9900,11.98,,Cash,In-Store,N,REG-9
TXN-718123,01-Jan-2023,ST-010,CUST-38911,EMP-3605,  Sports,SP-304,Resistance Bands,5,10.39,51.95,0.2,Mobile Pay,In-Store,N,REG-17
TXN-759409,03/12/2022,ST-010,CUST-68132,EMP-4730,Clothing,CL-001,Men's Jeans,1,24.49,24.49,0.3,Credit Card,In-Store,N,REG-19
TXN-684776,02-Jun-2023,ST-012,CUST-15988,EMP-1065,Automotive,AU-001,Motor Oil 5qt,1,19.99,19.99,0.2,Debit Card,Online,N,REG-3
TXN-224921,02/06/2022,ST-006,,EMP-3897,Toys,TY-405,Play-Doh 10pk,5,11.99,59.95,,Debit Card,In-Store,N,REG-6
TXN-533064,2023-04-27,ST-002,CUST-20797,EMP-6362,Grocery,GR-008,Canned Tomatoes,1,1.29,1.29,,Mobile Pay,In-Store,N,REG-11
TXN-961308,01-30-2022,ST-004,CUST-74588,EMP-6705,Automotive,AU-304,Car Phone Mount,2,14.99,29.98,,Credit Card,Online,N,REG-4
  TXN-225246,2024-09-02,ST-002,,EMP-2151,Pharmacy,PH-405,Hand Sanitizer 8oz,2,3.19,6.38,0.2,Cash,In-Store,N,REG-8
TXN-828575,08-17-2024,ST-010,CUST-46741,EMP-2358,Electronics,EL-201,iPhone Case,1,19.99,19.99,,Credit Card,Online,N,REG-17
TXN-440567,2024-05-20,ST-004,CUST-85488,EMP-2231,Clothing,CL-607,Dress Socks 6pk,4,8.99,35.96,0.1,Cash,In-Store,N,REG-20
TXN-757442,27-May-2022,ST-007,CUST-26709,EMP-8430,Pharmacy,PH-102,Vitamin D 100ct,3,12.99,38.97,,Cash,In-Store,N,REG-10
TXN-900981,02-17-2024,ST-003,,EMP-5140,Grocery,GR-001,Organic Whole Milk 1gal,5,5.22,26.1,0.05,Debit Card,In-Store,N,REG-7
TXN-530798,2022-05-27,ST-001,CUST-13916,EMP-1920,Home & Garden,HG-607,  Laundry Detergent,5,12.14,60.7,0.1,Mobile Pay,In-Store,N,REG-7
TXN-191845,2022-04-01,ST-009,CUST-72995,EMP-9893,Grocery,GR-006,Greek Yogurt 32oz,1,6.29,6.29,,Credit Card,In-Store,N,REG-18
TXN-130246,11-21-2024,ST-011,CUST-73511,EMP-7239,Clothing,CL-506,Yoga Pants,4,19.59,78.36,0.3,EBT,Online,N,REG-6
TXN-519482,2023-09-14,ST-003,CUST-12584,,Grocery,GR-005,Orange Juice 64oz,1,4.27,4.27,0.05,Cash,In-Store,N,REG-6
TXN-135140,2024-02-13,ST-012,CUST-64980,EMP-6896,Clothing,CL-607,Dress Socks 6pk,1,7.49,7.49,0.25,Debit Card,Online,N,REG-15
TXN-782995,11-Apr-2023,ST-005,CUST-90581,EMP-9531,Home & Garden,HG-304,Picture Frame 8x10,4,7.99,31.96,,Mobile Pay,In-Store,N,REG-8
TXN-169243,2022-12-29,ST-011,CUST-84660,EMP-4224,Beauty,BE-001,Shampoo 16oz,1,6.99,6.99,,Cash,Online,N,REG-3
TXN-402276,22-Dec-2022,ST-008,CUST-67954,EMP-8224,Beauty,BE-203,Mascara,3,8.09,24.27,0.1,Debit Card,In-Store,N,REG-3
TXN-560980,27-Jul-2024,ST-002,CUST-90037,EMP-5178,Toys,TY-304,  Board Game,5,23.99,119.95,0.2,Credit Card,In-Store,N,REG-9
TXN-865260,12-30-2024,ST-004,CUST-22485,EMP-4975,Beauty,BE-304,Lip Balm 3pk,1,4.49,-4.49,0.1,Debit Card,In-Store,Y,REG-6
TXN-299008,2022-12-12,ST-003,CUST-83463,EMP-9818,Pharmacy,PH-203,Allergy Relief 30ct,1,12.74,12.74,0.15,Cash,Curbside Pickup,N,REG-10
TXN-732580,02-08-2024,ST-002,CUST-88449,,Clothing,CL-203,Kids Hoodie,2,22.99,45.98,,Debit Card,Curbside Pickup,N,REG-15
TXN-465032,05-14-2024,ST-012,CUST-88904,,Toys,TY-001,LEGO City Set,2,49.99,99.98,,Credit Card,Online,N,REG-12
TXN-905336,02-06-2022,ST-009,CUST-74295,EMP-4043,Electronics,EL-102,Bluetooth Headphones,3,67.99,203.97,0.15,Debit Card,Online,N,REG-17
TXN-141902,2022-12-30,ST-007,CUST-96624,EMP-6057,Automotive,AU-304,Car Phone Mount,5,12.74,63.7,0.15,Cash,In-Store,N,REG-7
TXN-487547,04/29/2022,ST-010,CUST-61197,EMP-4442,Sports,SP-304,Resistance Bands,2,9.09,18.18,0.3,Cash,In-Store,N,
TXN-906494,07-04-2024,ST-008,CUST-68798,EMP-7041,Toys,TY-304,Board Game,1,28.49,28.49,0.05,Gift Card,In-Store,N,REG-7
TXN-456209,22-Nov-2024,ST-010,CUST-22200,EMP-5699,Toys,TY-304,Board Game,3,23.99,71.97,0.2,Debit Card,Online,N,REG-11
TXN-950263,09/15/2024,ST-010,CUST-17477,EMP-4728,Automotive,AU-405,Jumper Cables,2,26.99,53.98,0.1,Debit Card,Online,N,REG-14
TXN-798497,02/03/2022,ST-004,CUST-17963,EMP-9462,Furniture,FU-304,Storage Ottoman,2,52.24,-104.48,0.05,Debit Card,Online,Y,REG-20
  TXN-105411,09-01-2022,ST-006,CUST-73284,EMP-5322,Toys,TY-506,RC Car,1,33.99,33.99,0.15,Debit Card,Online,N,REG-15
TXN-225669,2023-06-30,ST-009,CUST-32710,EMP-9669,Automotive,AU-203,Windshield Washer Fluid,1,3.74,-3.74,0.25,Credit Card,In-Store,Y,REG-9
TXN-671775,07/22/2023,ST-011,CUST-82364,EMP-1347,Beauty,BE-001,Shampoo 16oz,2.0,5.24,10.48,0.25,Cash,In-Store,N,REG-8
TXN-120937,2024-06-12,ST-009,CUST-38872,EMP-1052,Clothing,CL-102,Women's T-Shirt,4,9.09,36.36,0.3,Debit Card,In-Store,N,REG-17
TXN-249635,12-06-2024,ST-004,CUST-88920,EMP-6631,Pharmacy,PH-102,Vitamin D 100ct,2,9.09,18.18,0.3,Debit Card,In-Store,N,REG-18
TXN-568835,16-Dec-2022,ST-005,CUST-50278,EMP-2711,Electronics,EL-505,Wireless Charger,2,26.99,53.98,0.1,Credit Card,In-Store,N,REG-7
TXN-545469,08-Aug-2022,ST-007,,,Toys,TY-304,Board Game,2,22.49,44.98,0.25,Credit Card,In-Store,N,REG-12
TXN-121265,29-Jul-2023,ST-012,CUST-35144,EMP-2658,Clothing,CL-405,Winter Jacket,2,89.99,179.98,,Check,Curbside Pickup,N,REG-4
TXN-529063,2023-05-13,  ST-003,CUST-76436,EMP-5715,Toys,TY-506,RC Car,2,29.99,59.98,0.25,Debit Card,In-Store,N,REG-9
TXN-809527,02/11/2023,ST-001,CUST-54297,EMP-6802,Clothing,CL-405,Winter Jacket,5,80.99,404.95,0.1,Credit Card,Online,N,REG-19
TXN-630573,26-Jan-2024,ST-011,CUST-69009,EMP-8715,Toys,TY-001,LEGO City Set,5,34.99,174.95,0.3,Debit Card,In-Store,N,REG-2
TXN-268802,04-07-2022,ST-012,,EMP-1051,Furniture,FU-102,Bookshelf 5-Tier,5,85.49,427.45,0.05,Debit Card,Online,N,REG-7
TXN-727054,2024-12-13,ST-007,CUST-65379,EMP-3497,Home & Garden,HG-405,Storage Bins 3pk,1,16.99,16.99,,Cash,In-Store,N,REG-13
TXN-159644,03-02-2024,ST-010,,EMP-8086,Grocery,GR-010,Eggs 12ct,1,3.49,3.49,,Gift Card,In-Store,N,
TXN-165706,10/01/2023,st-008,,EMP-4707,Home & Garden,HG-203,Scented Candle,1,12.99,12.99,,Cash,Curbside Pickup,N,REG-20
TXN-584241,03/04/2023,ST-010,CUST-73654,,Beauty,BE-304,Lip Balm 3pk,3,4.99,14.97,,Cash,Curbside Pickup,N,REG-8
TXN-121283,2023-11-25,ST-005,CUST-96636,EMP-1825,Furniture,FU-304,Storage Ottoman,4,54.99,219.96,,Credit Card,In-Store,N,REG-9
TXN-409405,2023-05-01,ST-005,CUST-64869,EMP-6895,Grocery,GR-009,Frozen Pizza,1,7.99,7.99,,Credit Card,Online,N,REG-6
TXN-988889,2024-07-24,st-005,CUST-82035,EMP-6789,Grocery,GR-005,Orange Juice 64oz,1,3.82,3.82,0.15,Cash,In-Store,N,REG-15
TXN-464498,04-18-2024,ST-008,CUST-45261,EMP-7471,Toys,TY-405,Play-Doh 10pk,2,11.99,23.98,,Credit Card,In-Store,N,REG-2
TXN-903058,2022-03-26,ST-001,CUST-96290,EMP-7301,Pharmacy,PH-405,Hand Sanitizer 8oz,1,3.99,3.99,,EBT,In-Store,N,REG-9
TXN-527478,12-Jan-2022,st-009,CUST-47587,,Furniture,FU-405,TV Stand,1,101.99,101.99,0.15,Cash,Online,N,REG-13
TXN-618643,11/03/2024,ST-002,CUST-68394,EMP-8960,Grocery,GR-008,Canned Tomatoes,2,1.16,-2.32,0.1,Cash,In-Store,Y,REG-9
TXN-863188,11-08-2022,ST-011,CUST-65664,EMP-8657,Electronics,EL-102,Bluetooth Headphones,1,59.99,59.99,0.25,Mobile Pay,Curbside Pickup,N,REG-8
TXN-991141,2022-10-30,ST-011,CUST-52651,EMP-7275,Pharmacy,PH-203,Allergy Relief 30ct,2,14.99,29.98,,Cash,In-Store,N,REG-18
TXN-267957,03-Nov-2022,ST-011,CUST-62911,EMP-6371,Beauty,BE-506,Razor 4pk,1,8.99,8.99,0.25,Gift Card,In-Store,N,REG-14
  TXN-521326,01-07-2022,ST-002,CUST-88893,EMP-9693,Sports,SP-203,Water Bottle 32oz,4,12.74,50.96,0.25,Credit Card,Online,N,REG-2
TXN-831531,2024-05-11,ST-009,CUST-59969,EMP-2600,Electronics,EL-606,  Smart Speaker,4,76.49,305.96,0.15,EBT,In-Store,N,REG-11
  TXN-939349,05/19/2024,ST-011,CUST-86190,,Furniture,FU-102,Bookshelf 5-Tier,2,71.99,143.98,0.2,Gift Card,In-Store,N,REG-1
TXN-925318,01/31/2022,ST-009,CUST-68229,EMP-6156,Toys,TY-102,Barbie Doll,3,10.49,31.47,0.3,Cash,In-Store,N,REG-7
TXN-722341,11/01/2022,ST-003,CUST-94373,EMP-5496,Pharmacy,PH-203,Allergy Relief 30ct,2,12.74,25.48,0.15,Credit Card,In-Store,N,REG-5
TXN-208304,06-Aug-2022,ST-004,,EMP-9154,Automotive,AU-304,Car Phone Mount,3,11.24,33.72,0.25,Cash,In-Store,N,REG-3
TXN-681552,16-Oct-2022,ST-008,CUST-23856,EMP-8271,Furniture,FU-304,Storage Ottoman,1,54.99,54.99,,Credit Card,In-Store,N,REG-11
TXN-825208,09-14-2022,ST-006,CUST-93963,EMP-9519,Automotive,AU-203,Windshield Washer Fluid,5,3.74,18.7,,Debit Card,In-Store,N,REG-15
TXN-596706,2023-07-25,ST-003,CUST-74314,EMP-8921,Grocery,GR-011,Butter 1lb,1,4.99,4.99,,Credit Card,In-Store,N,REG-19
TXN-897858,11-15-2024,ST-001,CUST-37113,EMP-3531,Grocery,GR-009,Frozen Pizza,3,7.99,23.97,,Credit Card,In-Store,N,REG-18
TXN-597909,2023-03-06,ST-001,CUST-75061,EMP-8645,Toys,TY-001,LEGO City Set,5,44.99,224.95,0.1,Cash,In-Store,N,REG-9
  TXN-239191,03/25/2022,ST-012,CUST-40451,EMP-7993,Beauty,BE-102,Face Moisturizer,2,10.49,20.98,0.3,Gift Card,In-Store,N,REG-18
TXN-905419,17-Feb-2024,ST-007,CUST-41378,EMP-7029,Home & Garden,HG-102,Garden Hose 50ft,1,28.49,-28.49,0.05,Debit Card,Online,Y,
TXN-179096,14-Aug-2024,ST-008,CUST-14426,EMP-7583,Pharmacy,PH-304,Bandage Assortment,1,$5.69,-5.69,0.05,Cash,Online,Y,REG-3
TXN-944260,2022-03-07,ST-010,CUST-98325,EMP-7981,Sports,SP-203,Water Bottle 32oz,2,11.89,23.78,0.3,Credit Card,Online,N,REG-19
TXN-277171,07/03/2023,ST-004,CUST-35574,EMP-2413,Electronics,EL-606,Smart Speaker,5,62.99,314.95,0.3,Debit Card,Online,N,REG-3
TXN-274112,2024-02-17,ST-003,CUST-45896,EMP-7940,Home & Garden,HG-304,Picture Frame 8x10,2,7.99,15.98,,Mobile Pay,Online,N,REG-15
TXN-566989,2024-04-15,ST-007,CUST-70482,EMP-4987,Home & Garden,HG-607,Laundry Detergent,5,11.47,57.35,0.15,Mobile Pay,In-Store,N,REG-4
TXN-904446,2024-02-23,ST-010,CUST-58725,EMP-9912,ELECTRONICS,EL-303,USB-C Hub,4,27.99,111.96,0.2,Credit Card,Online,N,REG-20
TXN-987599,30-Oct-2022,ST-001,CUST-96787,EMP-2655,Sports,SP-001,Yoga Mat,4,22.99,91.96,,Credit Card,In-Store,N,REG-6
TXN-128986,12-22-2022,ST-002,CUST-54961,EMP-4927,Electronics,EL-201,iPhone Case,2,13.99,27.98,,Debit Card,In-Store,N,REG-17
TXN-643014,02/07/2022,ST-004,CUST-26203,EMP-7159,Furniture,FU-001,Folding Chair,1,34.99,34.99,,Credit Card,In-Store,N,REG-16
TXN-354630,2024-11-20,ST-009,CUST-66264,EMP-6398,Clothing,CL-102,Women's T-Shirt,1,12.99,12.99,,Cash,In-Store,N,REG-20
TXN-409871,03/19/2024,ST-012,CUST-22944,EMP-8025,Automotive,AU-102,Car Air Freshener,3,2.7900,8.37,0.2,Debit Card,In-Store,N,REG-2
  TXN-587034,03/04/2024,ST-005,,EMP-9771,Beauty,BE-203,Mascara,4,8.54,34.16,0.05,Mobile Pay,Online,N,REG-4
TXN-164211,05-27-2023,ST-007,CUST-90680,EMP-5076,Furniture,FU-102,Bookshelf 5-Tier,2,76.49,152.98,0.15,Debit Card,Curbside Pickup,N,REG-20
